                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
Client  11, labels {1: 273, 9: 273}, count 0, best_acc 99.950, current_acc 99.950 

Client  12, labels {2: 300, 4: 240}, count 0, best_acc 77.550, current_acc 74.000 

Client  13, labels {3: 334, 8: 261}, count 0, best_acc 98.650, current_acc 98.650 

Client  14, labels {0: 353, 4: 240}, count 0, best_acc 97.000, current_acc 96.800 

Client  15, labels {5: 353, 7: 316}, count 0, best_acc 92.800, current_acc 92.500 

Client  16, labels {3: 334, 6: 353}, count 0, best_acc 90.100, current_acc 88.100 

Client  17, labels {1: 273, 7: 316}, count 0, best_acc 99.950, current_acc 99.900 

Client  18, labels {4: 240, 8: 261}, count 0, best_acc 97.700, current_acc 97.200 

Client  19, labels {4: 240, 9: 273}, count 0, best_acc 99.900, current_acc 99.900 

Client  20, labels {0: 353, 5: 353}, count 0, best_acc 99.650, current_acc 99.650 

Client  21, labels {0: 353, 1: 273}, count 0, best_acc 98.250, current_acc 98.250 

Client  22, labels {2: 300, 3: 334}, count 0, best_acc 95.850, current_acc 95.850 

Client  23, labels {1: 273, 3: 334}, count 0, best_acc 96.700, current_acc 96.700 

Client  24, labels {4: 240, 5: 353}, count 0, best_acc 99.650, current_acc 99.550 

Client  25, labels {5: 353, 6: 353}, count 0, best_acc 99.850, current_acc 99.850 

Client  26, labels {1: 273, 6: 353}, count 0, best_acc 98.000, current_acc 97.700 

Client  27, labels {1: 273, 7: 316}, count 0, best_acc 99.350, current_acc 99.350 

Client  28, labels {3: 333, 8: 261}, count 0, best_acc 98.550, current_acc 98.550 

Client  29, labels {2: 300, 9: 273}, count 0, best_acc 99.750, current_acc 99.750 

Client  30, labels {0: 353, 2: 300}, count 0, best_acc 94.500, current_acc 94.200 

Client  31, labels {1: 273, 7: 316}, count 0, best_acc 99.950, current_acc 99.900 

Client  32, labels {2: 300, 6: 353}, count 0, best_acc 73.550, current_acc 67.100 

Client  33, labels {2: 300, 3: 333}, count 0, best_acc 95.950, current_acc 95.500 

Client  34, labels {1: 273, 4: 240}, count 0, best_acc 98.150, current_acc 98.150 

Client  35, labels {2: 300, 5: 353}, count 0, best_acc 99.900, current_acc 99.800 

Client  36, labels {0: 353, 6: 353}, count 0, best_acc 80.350, current_acc 80.350 

Client  37, labels {7: 316, 9: 273}, count 0, best_acc 93.200, current_acc 76.000 

Client  38, labels {1: 273, 8: 261}, count 0, best_acc 98.950, current_acc 98.800 

Client  39, labels {2: 300, 9: 273}, count 0, best_acc 99.800, current_acc 99.750 

Client  40, labels {0: 353, 9: 273}, count 0, best_acc 99.850, current_acc 99.800 

Client  41, labels {1: 273, 2: 300}, count 0, best_acc 98.950, current_acc 98.950 

Client  42, labels {2: 300, 8: 261}, count 0, best_acc 97.300, current_acc 97.300 

Client  43, labels {0: 353, 3: 333}, count 0, best_acc 92.050, current_acc 92.050 

Client  44, labels {4: 240, 7: 316}, count 0, best_acc 99.850, current_acc 99.850 

Client  45, labels {5: 353, 8: 261}, count 0, best_acc 98.850, current_acc 98.850 

Client  46, labels {4: 240, 6: 353}, count 0, best_acc 78.850, current_acc 78.850 

Client  47, labels {2: 300, 7: 316}, count 0, best_acc 99.900, current_acc 99.900 

Client  48, labels {3: 333, 8: 261}, count 0, best_acc 98.450, current_acc 97.350 

Client  49, labels {2: 300, 9: 273}, count 0, best_acc 99.800, current_acc 99.800 

Client  50, labels {0: 353, 6: 353}, count 0, best_acc 78.850, current_acc 76.700 

Client  51, labels {1: 273, 9: 273}, count 0, best_acc 99.900, current_acc 99.900 

Client  52, labels {2: 300, 5: 353}, count 0, best_acc 99.850, current_acc 99.650 

Client  53, labels {3: 333, 8: 261}, count 0, best_acc 98.700, current_acc 98.300 

Client  54, labels {4: 240, 9: 273}, count 0, best_acc 99.900, current_acc 99.900 

Client  55, labels {4: 240, 5: 353}, count 0, best_acc 99.750, current_acc 99.650 

Client  56, labels {0: 353, 6: 353}, count 0, best_acc 80.750, current_acc 80.300 

Client  57, labels {7: 316, 8: 261}, count 0, best_acc 99.450, current_acc 99.450 

Client  58, labels {3: 333, 8: 261}, count 0, best_acc 98.650, current_acc 98.200 

Client  59, labels {4: 240, 9: 273}, count 0, best_acc 99.950, current_acc 99.900 

Client  60, labels {0: 353, 1: 273}, count 0, best_acc 98.350, current_acc 98.350 

Client  61, labels {1: 273, 9: 273}, count 0, best_acc 99.950, current_acc 99.950 

Client  62, labels {2: 300, 4: 240}, count 0, best_acc 77.850, current_acc 58.750 

Client  63, labels {3: 333, 7: 316}, count 0, best_acc 100.000, current_acc 99.950 

Client  64, labels {1: 273, 4: 240}, count 0, best_acc 96.900, current_acc 96.650 

Client  65, labels {5: 353, 8: 261}, count 0, best_acc 99.200, current_acc 99.200 

Client  66, labels {0: 353, 6: 353}, count 0, best_acc 81.200, current_acc 81.200 

Client  67, labels {3: 333, 7: 316}, count 0, best_acc 99.950, current_acc 99.950 

Client  68, labels {8: 261, 9: 273}, count 0, best_acc 99.700, current_acc 99.450 

Client  69, labels {4: 240, 9: 273}, count 0, best_acc 99.900, current_acc 99.900 

Client  70, labels {0: 353, 4: 240}, count 0, best_acc 97.050, current_acc 97.050 

Client  71, labels {1: 272, 8: 261}, count 0, best_acc 99.450, current_acc 99.450 

Client  72, labels {2: 300, 7: 316}, count 0, best_acc 99.900, current_acc 99.900 

Client  73, labels {3: 333, 6: 353}, count 0, best_acc 91.100, current_acc 89.550 

Client  74, labels {1: 272, 4: 240}, count 0, best_acc 98.000, current_acc 97.950 

Client  75, labels {1: 272, 5: 353}, count 0, best_acc 99.800, current_acc 99.800 

Client  76, labels {2: 300, 6: 353}, count 0, best_acc 70.850, current_acc 69.750 

Client  77, labels {7: 316, 9: 272}, count 0, best_acc 93.550, current_acc 93.550 

Client  78, labels {4: 240, 8: 261}, count 0, best_acc 97.600, current_acc 97.550 

Client  79, labels {4: 240, 9: 272}, count 0, best_acc 99.900, current_acc 99.800 

Client  80, labels {0: 353, 3: 333}, count 0, best_acc 92.400, current_acc 90.550 

Client  81, labels {1: 272, 9: 272}, count 0, best_acc 99.950, current_acc 99.950 

Client  82, labels {1: 272, 2: 300}, count 0, best_acc 98.900, current_acc 98.900 

Client  83, labels {3: 333, 7: 316}, count 0, best_acc 100.000, current_acc 100.000 

Client  84, labels {4: 240, 8: 261}, count 0, best_acc 98.050, current_acc 98.050 

Client  85, labels {5: 353, 6: 353}, count 0, best_acc 99.900, current_acc 99.900 

Client  86, labels {6: 353, 7: 316}, count 0, best_acc 100.000, current_acc 100.000 

Client  87, labels {2: 300, 7: 315}, count 0, best_acc 99.950, current_acc 99.900 

Client  88, labels {5: 353, 8: 261}, count 0, best_acc 99.050, current_acc 99.050 

Client  89, labels {6: 353, 9: 272}, count 0, best_acc 100.000, current_acc 100.000 

Client  90, labels {0: 352, 7: 315}, count 0, best_acc 99.800, current_acc 99.750 

Client  91, labels {1: 272, 8: 261}, count 0, best_acc 99.400, current_acc 99.200 

Client  92, labels {2: 300, 8: 260}, count 0, best_acc 97.600, current_acc 97.600 

Client  93, labels {3: 333, 5: 353}, count 0, best_acc 99.850, current_acc 99.700 

Client  94, labels {4: 240, 5: 353}, count 0, best_acc 99.700, current_acc 99.700 

Client  95, labels {5: 353, 6: 353}, count 0, best_acc 99.850, current_acc 99.850 

Client  96, labels {6: 352, 7: 315}, count 0, best_acc 100.000, current_acc 100.000 

Client  97, labels {7: 315, 8: 260}, count 0, best_acc 99.550, current_acc 99.550 

Client  98, labels {8: 260, 9: 272}, count 0, best_acc 99.700, current_acc 99.600 

Client  99, labels {5: 352, 9: 272}, count 0, best_acc 96.300, current_acc 96.100 

Round 35, Avg current_acc 95.743, Avg best_acc 96.378
----- Analysis End of Round -------
Client 1, Count: 0, Labels: {1: 273, 8: 261}
Client 10, Count: 0, Labels: {0: 353, 3: 334}
Client 60, Count: 0, Labels: {0: 353, 1: 273}
Client 39, Count: 0, Labels: {2: 300, 9: 273}
Client 79, Count: 0, Labels: {4: 240, 9: 272}
Client 16, Count: 0, Labels: {3: 334, 6: 353}
Client 74, Count: 0, Labels: {1: 272, 4: 240}
Client 41, Count: 0, Labels: {1: 273, 2: 300}
Client 35, Count: 0, Labels: {2: 300, 5: 353}
Client 69, Count: 0, Labels: {4: 240, 9: 273}
Client 62, Count: 0, Labels: {2: 300, 4: 240}
Client 76, Count: 0, Labels: {2: 300, 6: 353}
Client 24, Count: 0, Labels: {4: 240, 5: 353}
Client 67, Count: 0, Labels: {3: 333, 7: 316}
Client 80, Count: 0, Labels: {0: 353, 3: 333}
Client 2, Count: 0, Labels: {2: 300, 9: 273}
Client 58, Count: 0, Labels: {3: 333, 8: 261}
Client 85, Count: 0, Labels: {5: 353, 6: 353}
Client 12, Count: 0, Labels: {2: 300, 4: 240}
Client 99, Count: 0, Labels: {5: 352, 9: 272}

Selected Clusters [[79, 69, 24, 85, 99], [1, 10, 60, 39, 16, 74, 41, 35, 62, 76, 67, 80, 2, 58, 12]]

Clusters Glob Acc: [tensor(44.5100), tensor(65.7200)]
###### ROUND 36 ######
Clients [ 7  5  3 95 47 54  9 62 51 21 55 23 71 18 80 70 79 12  4 93]
Client 7, Select Cluster: 1
acc clusters: [tensor(49.4000), tensor(50.8000)]
Client 5, Select Cluster: 0
acc clusters: [tensor(81.9500), tensor(45.8000)]
Client 3, Select Cluster: 1
acc clusters: [tensor(57.2500), tensor(92.5000)]
Client 95, Select Cluster: 0
acc clusters: [tensor(56.0500), tensor(10.9500)]
Client 47, Select Cluster: 1
acc clusters: [tensor(0.), tensor(93.9000)]
Client 54, Select Cluster: 0
acc clusters: [tensor(97.1500), tensor(51.4500)]
Client 9, Select Cluster: 0
acc clusters: [tensor(97.1500), tensor(51.4500)]
Client 62, Select Cluster: 1
acc clusters: [tensor(49.4000), tensor(52.1000)]
Client 51, Select Cluster: 1
acc clusters: [tensor(47.7500), tensor(94.2500)]
Client 21, Select Cluster: 1
acc clusters: [tensor(33.9500), tensor(82.2500)]
Client 55, Select Cluster: 0
acc clusters: [tensor(97.4000), tensor(15.3500)]
Client 23, Select Cluster: 1
acc clusters: [tensor(9.5000), tensor(92.8500)]
Client 71, Select Cluster: 1
acc clusters: [tensor(25.9000), tensor(91.8000)]
Client 18, Select Cluster: 0
acc clusters: [tensor(75.3000), tensor(49.)]
Client 80, Select Cluster: 1
acc clusters: [tensor(43.4500), tensor(80.5000)]
Client 70, Select Cluster: 0
acc clusters: [tensor(83.3500), tensor(39.4500)]
Client 79, Select Cluster: 0
acc clusters: [tensor(97.1500), tensor(51.4500)]
Client 12, Select Cluster: 1
acc clusters: [tensor(49.4000), tensor(52.1000)]
Client 4, Select Cluster: 0
acc clusters: [tensor(75.3000), tensor(49.)]
Client 93, Select Cluster: 0
acc clusters: [tensor(57.5000), tensor(56.4000)]
## END OF ROUND ##
Average Train loss 0.103
AVG Init Test Loss: 0.570, AVG Init Test Acc: 80.068
AVG Final Test Loss: 0.095, AVG Final Test Acc: 95.930
--- PRINTING ALL CLIENTS STATUS ---
Client   0, labels {0: 353, 4: 240}, count 0, best_acc 97.250, current_acc 97.250 

Client   1, labels {1: 273, 8: 261}, count 0, best_acc 99.400, current_acc 99.350 

Client   2, labels {2: 300, 9: 273}, count 0, best_acc 99.900, current_acc 99.800 

Client   3, labels {3: 334, 9: 273}, count 0, best_acc 100.000, current_acc 99.950 

Client   4, labels {4: 240, 8: 261}, count 0, best_acc 97.950, current_acc 97.950 

Client   5, labels {0: 353, 5: 353}, count 0, best_acc 99.650, current_acc 99.650 

Client   6, labels {4: 240, 6: 353}, count 0, best_acc 80.100, current_acc 80.100 

Client   7, labels {4: 240, 7: 316}, count 0, best_acc 100.000, current_acc 100.000 

Client   8, labels {1: 273, 8: 261}, count 0, best_acc 99.150, current_acc 99.150 

Client   9, labels {4: 240, 9: 273}, count 0, best_acc 99.850, current_acc 99.850 

Client  10, labels {0: 353, 3: 334}, count 0, best_acc 91.300, current_acc 89.900 

Client  11, labels {1: 273, 9: 273}, count 0, best_acc 99.950, current_acc 99.950 

Client  12, labels {2: 300, 4: 240}, count 0, best_acc 77.550, current_acc 63.250 

Client  13, labels {3: 334, 8: 261}, count 0, best_acc 98.650, current_acc 98.650 

Client  14, labels {0: 353, 4: 240}, count 0, best_acc 97.000, current_acc 96.800 

Client  15, labels {5: 353, 7: 316}, count 0, best_acc 92.800, current_acc 92.500 

Client  16, labels {3: 334, 6: 353}, count 0, best_acc 90.100, current_acc 88.100 

Client  17, labels {1: 273, 7: 316}, count 0, best_acc 99.950, current_acc 99.900 

Client  18, labels {4: 240, 8: 261}, count 0, best_acc 97.750, current_acc 97.750 

Client  19, labels {4: 240, 9: 273}, count 0, best_acc 99.900, current_acc 99.900 

Client  20, labels {0: 353, 5: 353}, count 0, best_acc 99.650, current_acc 99.650 

Client  21, labels {0: 353, 1: 273}, count 0, best_acc 98.600, current_acc 98.600 

Client  22, labels {2: 300, 3: 334}, count 0, best_acc 95.850, current_acc 95.850 

Client  23, labels {1: 273, 3: 334}, count 0, best_acc 96.700, current_acc 96.650 

Client  24, labels {4: 240, 5: 353}, count 0, best_acc 99.650, current_acc 99.550 

Client  25, labels {5: 353, 6: 353}, count 0, best_acc 99.850, current_acc 99.850 

Client  26, labels {1: 273, 6: 353}, count 0, best_acc 98.000, current_acc 97.700 

Client  27, labels {1: 273, 7: 316}, count 0, best_acc 99.350, current_acc 99.350 

Client  28, labels {3: 333, 8: 261}, count 0, best_acc 98.550, current_acc 98.550 

Client  29, labels {2: 300, 9: 273}, count 0, best_acc 99.750, current_acc 99.750 

Client  30, labels {0: 353, 2: 300}, count 0, best_acc 94.500, current_acc 94.200 

Client  31, labels {1: 273, 7: 316}, count 0, best_acc 99.950, current_acc 99.900 

Client  32, labels {2: 300, 6: 353}, count 0, best_acc 73.550, current_acc 67.100 

Client  33, labels {2: 300, 3: 333}, count 0, best_acc 95.950, current_acc 95.500 

Client  34, labels {1: 273, 4: 240}, count 0, best_acc 98.150, current_acc 98.150 

Client  35, labels {2: 300, 5: 353}, count 0, best_acc 99.900, current_acc 99.800 

Client  36, labels {0: 353, 6: 353}, count 0, best_acc 80.350, current_acc 80.350 

Client  37, labels {7: 316, 9: 273}, count 0, best_acc 93.200, current_acc 76.000 

Client  38, labels {1: 273, 8: 261}, count 0, best_acc 98.950, current_acc 98.800 

Client  39, labels {2: 300, 9: 273}, count 0, best_acc 99.800, current_acc 99.750 

Client  40, labels {0: 353, 9: 273}, count 0, best_acc 99.850, current_acc 99.800 

Client  41, labels {1: 273, 2: 300}, count 0, best_acc 98.950, current_acc 98.950 

Client  42, labels {2: 300, 8: 261}, count 0, best_acc 97.300, current_acc 97.300 

Client  43, labels {0: 353, 3: 333}, count 0, best_acc 92.050, current_acc 92.050 

Client  44, labels {4: 240, 7: 316}, count 0, best_acc 99.850, current_acc 99.850 

Client  45, labels {5: 353, 8: 261}, count 0, best_acc 98.850, current_acc 98.850 

Client  46, labels {4: 240, 6: 353}, count 0, best_acc 78.850, current_acc 78.850 

Client  47, labels {2: 300, 7: 316}, count 0, best_acc 99.900, current_acc 99.900 

Client  48, labels {3: 333, 8: 261}, count 0, best_acc 98.450, current_acc 97.350 

Client  49, labels {2: 300, 9: 273}, count 0, best_acc 99.800, current_acc 99.800 

Client  50, labels {0: 353, 6: 353}, count 0, best_acc 78.850, current_acc 76.700 

Client  51, labels {1: 273, 9: 273}, count 0, best_acc 100.000, current_acc 100.000 

Client  52, labels {2: 300, 5: 353}, count 0, best_acc 99.850, current_acc 99.650 

Client  53, labels {3: 333, 8: 261}, count 0, best_acc 98.700, current_acc 98.300 

Client  54, labels {4: 240, 9: 273}, count 0, best_acc 99.900, current_acc 99.850 

Client  55, labels {4: 240, 5: 353}, count 0, best_acc 99.750, current_acc 99.750 

Client  56, labels {0: 353, 6: 353}, count 0, best_acc 80.750, current_acc 80.300 

Client  57, labels {7: 316, 8: 261}, count 0, best_acc 99.450, current_acc 99.450 

Client  58, labels {3: 333, 8: 261}, count 0, best_acc 98.650, current_acc 98.200 

Client  59, labels {4: 240, 9: 273}, count 0, best_acc 99.950, current_acc 99.900 

Client  60, labels {0: 353, 1: 273}, count 0, best_acc 98.350, current_acc 98.350 

Client  61, labels {1: 273, 9: 273}, count 0, best_acc 99.950, current_acc 99.950 

Client  62, labels {2: 300, 4: 240}, count 0, best_acc 78.450, current_acc 78.450 

Client  63, labels {3: 333, 7: 316}, count 0, best_acc 100.000, current_acc 99.950 

Client  64, labels {1: 273, 4: 240}, count 0, best_acc 96.900, current_acc 96.650 

Client  65, labels {5: 353, 8: 261}, count 0, best_acc 99.200, current_acc 99.200 

Client  66, labels {0: 353, 6: 353}, count 0, best_acc 81.200, current_acc 81.200 

Client  67, labels {3: 333, 7: 316}, count 0, best_acc 99.950, current_acc 99.950 

Client  68, labels {8: 261, 9: 273}, count 0, best_acc 99.700, current_acc 99.450 

Client  69, labels {4: 240, 9: 273}, count 0, best_acc 99.900, current_acc 99.900 

Client  70, labels {0: 353, 4: 240}, count 0, best_acc 97.050, current_acc 96.700 

Client  71, labels {1: 272, 8: 261}, count 0, best_acc 99.450, current_acc 99.400 

Client  72, labels {2: 300, 7: 316}, count 0, best_acc 99.900, current_acc 99.900 

Client  73, labels {3: 333, 6: 353}, count 0, best_acc 91.100, current_acc 89.550 

Client  74, labels {1: 272, 4: 240}, count 0, best_acc 98.000, current_acc 97.950 

Client  75, labels {1: 272, 5: 353}, count 0, best_acc 99.800, current_acc 99.800 

Client  76, labels {2: 300, 6: 353}, count 0, best_acc 70.850, current_acc 69.750 

Client  77, labels {7: 316, 9: 272}, count 0, best_acc 93.550, current_acc 93.550 

Client  78, labels {4: 240, 8: 261}, count 0, best_acc 97.600, current_acc 97.550 

Client  79, labels {4: 240, 9: 272}, count 0, best_acc 99.900, current_acc 99.850 

Client  80, labels {0: 353, 3: 333}, count 0, best_acc 92.400, current_acc 91.300 

Client  81, labels {1: 272, 9: 272}, count 0, best_acc 99.950, current_acc 99.950 

Client  82, labels {1: 272, 2: 300}, count 0, best_acc 98.900, current_acc 98.900 

Client  83, labels {3: 333, 7: 316}, count 0, best_acc 100.000, current_acc 100.000 

Client  84, labels {4: 240, 8: 261}, count 0, best_acc 98.050, current_acc 98.050 

Client  85, labels {5: 353, 6: 353}, count 0, best_acc 99.900, current_acc 99.900 

Client  86, labels {6: 353, 7: 316}, count 0, best_acc 100.000, current_acc 100.000 

Client  87, labels {2: 300, 7: 315}, count 0, best_acc 99.950, current_acc 99.900 

Client  88, labels {5: 353, 8: 261}, count 0, best_acc 99.050, current_acc 99.050 

Client  89, labels {6: 353, 9: 272}, count 0, best_acc 100.000, current_acc 100.000 

Client  90, labels {0: 352, 7: 315}, count 0, best_acc 99.800, current_acc 99.750 

Client  91, labels {1: 272, 8: 261}, count 0, best_acc 99.400, current_acc 99.200 

Client  92, labels {2: 300, 8: 260}, count 0, best_acc 97.600, current_acc 97.600 

Client  93, labels {3: 333, 5: 353}, count 0, best_acc 99.850, current_acc 99.850 

Client  94, labels {4: 240, 5: 353}, count 0, best_acc 99.700, current_acc 99.700 

Client  95, labels {5: 353, 6: 353}, count 0, best_acc 99.900, current_acc 99.900 

Client  96, labels {6: 352, 7: 315}, count 0, best_acc 100.000, current_acc 100.000 

Client  97, labels {7: 315, 8: 260}, count 0, best_acc 99.550, current_acc 99.550 

Client  98, labels {8: 260, 9: 272}, count 0, best_acc 99.700, current_acc 99.600 

Client  99, labels {5: 352, 9: 272}, count 0, best_acc 96.300, current_acc 96.100 

Round 36, Avg current_acc 95.849, Avg best_acc 96.390
----- Analysis End of Round -------
Client 7, Count: 0, Labels: {4: 240, 7: 316}
Client 5, Count: 0, Labels: {0: 353, 5: 353}
Client 3, Count: 0, Labels: {3: 334, 9: 273}
Client 95, Count: 0, Labels: {5: 353, 6: 353}
Client 47, Count: 0, Labels: {2: 300, 7: 316}
Client 54, Count: 0, Labels: {4: 240, 9: 273}
Client 9, Count: 0, Labels: {4: 240, 9: 273}
Client 62, Count: 0, Labels: {2: 300, 4: 240}
Client 51, Count: 0, Labels: {1: 273, 9: 273}
Client 21, Count: 0, Labels: {0: 353, 1: 273}
Client 55, Count: 0, Labels: {4: 240, 5: 353}
Client 23, Count: 0, Labels: {1: 273, 3: 334}
Client 71, Count: 0, Labels: {1: 272, 8: 261}
Client 18, Count: 0, Labels: {4: 240, 8: 261}
Client 80, Count: 0, Labels: {0: 353, 3: 333}
Client 70, Count: 0, Labels: {0: 353, 4: 240}
Client 79, Count: 0, Labels: {4: 240, 9: 272}
Client 12, Count: 0, Labels: {2: 300, 4: 240}
Client 4, Count: 0, Labels: {4: 240, 8: 261}
Client 93, Count: 0, Labels: {3: 333, 5: 353}

Selected Clusters [[5, 95, 54, 9, 55, 18, 70, 79, 4, 93], [7, 3, 47, 62, 51, 21, 23, 71, 80, 12]]

Clusters Glob Acc: [tensor(50.5400), tensor(67.5600)]
###### ROUND 37 ######
Clients [ 0 12 41 74 42  2  4 47 66 55 52 18 64 27  3 75 10  7 77 59]
Client 0, Select Cluster: 0
acc clusters: [tensor(91.2500), tensor(61.6000)]
Client 12, Select Cluster: 1
acc clusters: [tensor(49.5000), tensor(67.7000)]
Client 41, Select Cluster: 1
acc clusters: [tensor(0.), tensor(90.6000)]
Client 74, Select Cluster: 1
acc clusters: [tensor(49.5000), tensor(73.3000)]
Client 42, Select Cluster: 1
acc clusters: [tensor(38.6000), tensor(85.9000)]
Client 2, Select Cluster: 1
acc clusters: [tensor(47.9500), tensor(88.9000)]
Client 4, Select Cluster: 0
acc clusters: [tensor(88.1000), tensor(68.6000)]
Client 47, Select Cluster: 1
acc clusters: [tensor(0.), tensor(89.8500)]
Client 66, Select Cluster: 0
acc clusters: [tensor(43.9000), tensor(36.4000)]
Client 55, Select Cluster: 0
acc clusters: [tensor(97.2500), tensor(30.2500)]
Client 52, Select Cluster: 0
acc clusters: [tensor(47.7500), tensor(47.5500)]
Client 18, Select Cluster: 0
acc clusters: [tensor(88.1000), tensor(68.6000)]
Client 64, Select Cluster: 1
acc clusters: [tensor(49.5000), tensor(73.3000)]
Client 27, Select Cluster: 1
acc clusters: [tensor(0.), tensor(95.4500)]
Client 3, Select Cluster: 1
acc clusters: [tensor(72.9500), tensor(89.8000)]
Client 75, Select Cluster: 1
acc clusters: [tensor(47.7500), tensor(53.1500)]
Client 10, Select Cluster: 1
acc clusters: [tensor(66.7500), tensor(79.8000)]
Client 7, Select Cluster: 1
acc clusters: [tensor(49.5000), tensor(72.5500)]
Client 77, Select Cluster: 1
acc clusters: [tensor(47.9500), tensor(93.7500)]
Client 59, Select Cluster: 0
acc clusters: [tensor(97.4500), tensor(71.6000)]
## END OF ROUND ##
Average Train loss 0.105
AVG Init Test Loss: 0.632, AVG Init Test Acc: 80.393
AVG Final Test Loss: 0.100, AVG Final Test Acc: 95.712
--- PRINTING ALL CLIENTS STATUS ---
Client   0, labels {0: 353, 4: 240}, count 0, best_acc 97.250, current_acc 95.900 

Client   1, labels {1: 273, 8: 261}, count 0, best_acc 99.400, current_acc 99.350 

Client   2, labels {2: 300, 9: 273}, count 0, best_acc 99.900, current_acc 99.800 

Client   3, labels {3: 334, 9: 273}, count 0, best_acc 100.000, current_acc 99.950 

Client   4, labels {4: 240, 8: 261}, count 0, best_acc 97.950, current_acc 97.150 

Client   5, labels {0: 353, 5: 353}, count 0, best_acc 99.650, current_acc 99.650 

Client   6, labels {4: 240, 6: 353}, count 0, best_acc 80.100, current_acc 80.100 

Client   7, labels {4: 240, 7: 316}, count 0, best_acc 100.000, current_acc 100.000 

Client   8, labels {1: 273, 8: 261}, count 0, best_acc 99.150, current_acc 99.150 

Client   9, labels {4: 240, 9: 273}, count 0, best_acc 99.850, current_acc 99.850 

Client  10, labels {0: 353, 3: 334}, count 0, best_acc 91.300, current_acc 90.200 

Client  11, labels {1: 273, 9: 273}, count 0, best_acc 99.950, current_acc 99.950 

Client  12, labels {2: 300, 4: 240}, count 0, best_acc 77.550, current_acc 70.200 

Client  13, labels {3: 334, 8: 261}, count 0, best_acc 98.650, current_acc 98.650 

Client  14, labels {0: 353, 4: 240}, count 0, best_acc 97.000, current_acc 96.800 

Client  15, labels {5: 353, 7: 316}, count 0, best_acc 92.800, current_acc 92.500 

Client  16, labels {3: 334, 6: 353}, count 0, best_acc 90.100, current_acc 88.100 

Client  17, labels {1: 273, 7: 316}, count 0, best_acc 99.950, current_acc 99.900 

Client  18, labels {4: 240, 8: 261}, count 0, best_acc 97.750, current_acc 96.800 

Client  19, labels {4: 240, 9: 273}, count 0, best_acc 99.900, current_acc 99.900 

Client  20, labels {0: 353, 5: 353}, count 0, best_acc 99.650, current_acc 99.650 

Client  21, labels {0: 353, 1: 273}, count 0, best_acc 98.600, current_acc 98.600 

Client  22, labels {2: 300, 3: 334}, count 0, best_acc 95.850, current_acc 95.850 

